timestamp,distill_type,seed,epoch,train_loss,validation_loss,validation_accuracy,learning_rate,num_train_batches,epoch_time_sec,validation_accuracy_sst2,validation_accuracy_mmlu,validation_accuracy_gsm8k
1763501377.1184757,black_box,0,0,894.1624365482234,9.424715909090908,0.0271428571428571,0.0001,197,187.0671348571777,0.0392561983471074,0.0,0.0
1763501557.945626,black_box,0,1,775.4720812182741,8.705965909090908,0.1857142857142857,0.0001,197,180.82708621025083,0.2582644628099173,0.0,0.0427350427350427
1763501740.7636597,black_box,0,2,717.2893401015228,8.998579545454545,0.2871428571428571,0.0001,197,182.81794357299805,0.4152892561983471,0.0,0.0
1763501945.5572472,black_box,1,0,890.9340101522843,8.373579545454545,0.2157142857142857,0.0001,197,184.2573058605194,0.3087934560327198,0.0,0.0
1763502134.8590903,black_box,1,1,780.730964467005,8.336647727272727,0.3085714285714285,0.0001,197,189.30177092552185,0.4417177914110429,0.0,0.0
1763502319.7403338,black_box,1,2,727.6852791878173,8.653409090909092,0.3357142857142857,0.0001,197,184.8811790943145,0.4805725971370143,0.0,0.0
1763502528.9243832,black_box,2,0,928.7106598984772,8.308238636363637,0.2614285714285714,0.0001,197,188.1639947891236,0.341948310139165,0.0,0.11
1763502715.4273393,black_box,2,1,823.9390862944163,8.352272727272727,0.3957142857142857,0.0001,197,186.50288820266724,0.5427435387673957,0.0,0.04
1763502901.9230118,black_box,2,2,798.0507614213197,8.193181818181818,0.3857142857142857,0.0001,197,186.49560737609863,0.536779324055666,0.0,0.0
1763503113.74424,black_box,3,0,911.6142131979695,7.486505681818182,0.3757142857142857,0.0001,197,190.8595905303955,0.5166994106090373,0.0,0.0
1763503305.0434794,black_box,3,1,811.6954314720812,8.095880681818182,0.0971428571428571,0.0001,197,191.299174785614,0.1335952848722986,0.0,0.0
1763503498.9494057,black_box,3,2,763.9796954314721,8.367897727272727,0.2771428571428571,0.0001,197,193.90585470199585,0.381139489194499,0.0,0.0
1763503707.021708,black_box,4,0,889.5634517766498,8.498579545454545,0.1585714285714285,0.0001,197,187.42819929122925,0.218503937007874,0.0,0.0
1763503898.3658285,black_box,4,1,777.4365482233502,7.984375,0.3285714285714285,0.0001,197,191.34405398368835,0.452755905511811,0.0,0.0
1763504088.1644228,black_box,4,2,719.4111675126903,8.029829545454545,0.2628571428571428,0.0001,197,189.7985270023346,0.3622047244094488,0.0,0.0
1763504292.3305862,black_box,5,0,890.9238578680203,8.862215909090908,0.2828571428571428,0.0001,197,183.05943536758423,0.3837209302325581,0.0,0.0
1763504483.1984267,black_box,5,1,783.0761421319797,8.465909090909092,0.2885714285714286,0.0001,197,190.86778044700625,0.3914728682170542,0.0,0.0
1763504678.480063,black_box,5,2,727.0203045685279,8.464488636363637,0.2971428571428571,0.0001,197,195.2815670967102,0.4031007751937984,0.0,0.0
1763504879.1291327,black_box,6,0,892.0710659898477,7.776988636363637,0.2914285714285714,0.0001,197,179.9957664012909,0.406,0.0,0.0099009900990099
1763505060.9388423,black_box,6,1,777.4314720812183,8.288352272727273,0.1585714285714285,0.0001,197,181.80964183807373,0.22,0.0,0.0099009900990099
1763505242.6437857,black_box,6,2,719.2994923857868,8.484375,0.1314285714285714,0.0001,197,181.70487332344047,0.184,0.0,0.0
1763508551.548567,black_box,0,0,894.1624365482234,9.424715909090908,0.0271428571428571,0.0001,197,188.5477614402771,0.0392561983471074,0.0,0.0
1763508735.5786564,black_box,0,1,775.4517766497462,8.598011363636363,0.1414285714285714,0.0001,197,184.03000044822693,0.1921487603305785,0.0,0.0512820512820512
1763508918.3770523,black_box,0,2,717.8071065989848,9.171875,0.3028571428571429,0.0001,197,182.7983267307281,0.4338842975206611,0.0,0.017094017094017
1763509124.6014016,black_box,1,0,890.9340101522843,8.373579545454545,0.2157142857142857,0.0001,197,184.7813255786896,0.3087934560327198,0.0,0.0
1763509309.9732828,black_box,1,1,780.730964467005,8.336647727272727,0.3085714285714285,0.0001,197,185.37182354927063,0.4417177914110429,0.0,0.0
1763509499.5594442,black_box,1,2,727.6852791878173,8.653409090909092,0.3357142857142857,0.0001,197,189.5860948562622,0.4805725971370143,0.0,0.0
1763509703.8793406,black_box,2,0,928.751269035533,8.349431818181818,0.2685714285714285,0.0001,197,183.23573303222656,0.3499005964214712,0.0,0.12
1763509889.4721477,black_box,2,1,824.6903553299493,8.294034090909092,0.3885714285714285,0.0001,197,185.5927495956421,0.5407554671968191,0.0,0.0
1763510076.3760953,black_box,2,2,798.3553299492386,8.244318181818182,0.3614285714285714,0.0001,197,186.90388250350952,0.5029821073558648,0.0,0.0
1763510276.555202,black_box,3,0,911.6142131979695,7.486505681818182,0.3757142857142857,0.0001,197,179.5174367427826,0.5166994106090373,0.0,0.0
1763510456.2298238,black_box,3,1,811.6954314720812,8.095880681818182,0.0971428571428571,0.0001,197,179.67456459999084,0.1335952848722986,0.0,0.0
1763510634.9779575,black_box,3,2,763.9796954314721,8.367897727272727,0.2771428571428571,0.0001,197,178.7480766773224,0.381139489194499,0.0,0.0
1763510835.9372768,black_box,4,0,889.5634517766498,8.498579545454545,0.1585714285714285,0.0001,197,179.5261428356171,0.218503937007874,0.0,0.0
1763511016.8027785,black_box,4,1,777.4365482233502,8.0,0.34,0.0001,197,180.86544513702395,0.468503937007874,0.0,0.0
1763511196.8231444,black_box,4,2,719.4314720812183,8.024147727272727,0.2228571428571428,0.0001,197,180.02029466629028,0.3051181102362205,0.0,0.0108695652173913
1763511398.9900708,black_box,5,0,890.9238578680203,8.862215909090908,0.2828571428571428,0.0001,197,181.08774876594543,0.3837209302325581,0.0,0.0
1763511578.737182,black_box,5,1,783.0761421319797,8.465909090909092,0.2885714285714286,0.0001,197,179.74704790115356,0.3914728682170542,0.0,0.0
1763511762.1527388,black_box,5,2,727.0203045685279,8.464488636363637,0.2971428571428571,0.0001,197,183.4154896736145,0.4031007751937984,0.0,0.0
1763511963.0182652,black_box,6,0,892.0710659898477,7.776988636363637,0.2914285714285714,0.0001,197,179.41555166244507,0.406,0.0,0.0099009900990099
1763512143.525899,black_box,6,1,777.4314720812183,8.288352272727273,0.1585714285714285,0.0001,197,180.5075740814209,0.22,0.0,0.0099009900990099
1763512324.181399,black_box,6,2,719.2994923857868,8.484375,0.1314285714285714,0.0001,197,180.6554374694824,0.184,0.0,0.0
1763517574.56019,hidden_state,0,0,864.6507936507936,8.559375,0.2914285714285714,0.0001,315,191.05511784553528,0.4111570247933884,0.0,0.0427350427350427
1763517757.8904345,hidden_state,0,1,768.463492063492,8.025892857142857,0.1757142857142857,0.0001,315,183.33017015457156,0.2479338842975206,0.0,0.0256410256410256
1763517945.5662134,hidden_state,0,2,712.9333333333333,8.386607142857143,0.2328571428571428,0.0001,315,187.6757109165192,0.3367768595041322,0.0,0.0
1763518151.4332938,hidden_state,1,0,877.9460317460317,8.479464285714286,0.2471428571428571,0.0001,315,185.2004234790802,0.3333333333333333,0.0,0.087719298245614
1763518339.398471,hidden_state,1,1,775.0063492063492,8.133035714285715,0.3642857142857142,0.0001,315,187.96511054039,0.5214723926380368,0.0,0.0
1763518531.1387606,hidden_state,1,2,721.3301587301587,8.715178571428572,0.2557142857142857,0.0001,315,191.74022126197812,0.3640081799591002,0.0,0.0087719298245614
1763518736.0152838,hidden_state,2,0,861.6730158730159,7.9390625,0.3857142857142857,0.0001,315,184.17439770698547,0.5308151093439364,0.0,0.03
1763518922.085024,hidden_state,2,1,767.1714285714286,7.899776785714286,0.3642857142857142,0.0001,315,186.069664478302,0.5049701789264414,0.0,0.01
1763519104.4846911,hidden_state,2,2,709.6285714285714,8.0921875,0.2714285714285714,0.0001,315,182.3995833396912,0.3777335984095427,0.0,0.0
1763519308.859578,hidden_state,3,0,859.2539682539683,7.540401785714286,0.0928571428571428,0.0001,315,183.47802829742432,0.1277013752455795,0.0,0.0
1763519490.5746748,hidden_state,3,1,768.2698412698413,7.9149553571428575,0.1585714285714285,0.0001,315,181.7150132656097,0.2180746561886051,0.0,0.0
1763519672.7128584,hidden_state,3,2,710.8063492063492,8.259598214285715,0.2342857142857143,0.0001,315,182.13810992240903,0.3222003929273084,0.0,0.0
1763519877.4859045,hidden_state,4,0,871.7079365079366,8.12455357142857,0.1285714285714285,0.0001,315,183.4937195777893,0.1673228346456693,0.0,0.0543478260869565
1763520062.022214,hidden_state,4,1,774.1746031746031,7.9015625,0.3571428571428571,0.0001,315,184.53623700141907,0.4921259842519685,0.0,0.0
1763520246.1226237,hidden_state,4,2,717.6476190476191,7.697098214285714,0.2928571428571428,0.0001,315,184.1003410816193,0.4035433070866142,0.0,0.0
1763520448.8265872,hidden_state,5,0,874.1714285714286,8.325223214285714,0.0642857142857142,0.0001,315,181.7751533985138,0.0872093023255814,0.0,0.0
1763520632.6362057,hidden_state,5,1,775.9142857142857,7.668973214285714,0.21,0.0001,315,183.80954813957212,0.2829457364341085,0.0,0.010204081632653
1763520815.3063743,hidden_state,5,2,720.2666666666667,7.893080357142857,0.3171428571428571,0.0001,315,182.67010068893435,0.4302325581395348,0.0,0.0
1763521021.0689971,hidden_state,6,0,871.2031746031746,7.8890625,0.3242857142857143,0.0001,315,184.37586212158203,0.45,0.0,0.0198019801980198
1763521206.2381277,hidden_state,6,1,774.0603174603175,8.114955357142858,0.3371428571428571,0.0001,315,185.16906070709229,0.472,0.0,0.0
1763521392.432823,hidden_state,6,2,716.3460317460317,8.328794642857142,0.27,0.0001,315,186.19462251663208,0.378,0.0,0.0
1763524079.022893,attention,0,0,864.9053659106057,8.277901785714286,0.37714285714285717,0.0001,315,191.7677617073059,0.5371900826446281,0.0,0.03418803418803419
1763524264.7694402,attention,0,1,770.6672854953342,8.105357142857143,0.21857142857142858,0.0001,315,185.7464747428894,0.31611570247933884,0.0,0.0
1763524456.0960515,attention,0,2,712.9244308229477,8.507589285714285,0.2985714285714286,0.0001,315,191.32654976844788,0.42768595041322316,0.0,0.017094017094017096
1763524667.4899213,attention,1,0,877.1149024115668,8.54642857142857,0.16714285714285715,0.0001,315,190.36961722373962,0.21881390593047034,0.0,0.08771929824561403
1763524861.626022,attention,1,1,775.0355498783172,8.05625,0.36142857142857143,0.0001,315,194.13603115081787,0.5173824130879345,0.0,0.0
1763525055.9443278,attention,1,2,721.4641240680029,8.639285714285714,0.2671428571428571,0.0001,315,194.31822967529297,0.3824130879345603,0.0,0.0
1763525263.1484191,attention,2,0,859.1212222629123,7.956919642857143,0.42,0.0001,315,186.28905820846558,0.5725646123260437,0.0,0.06
1763525451.6903875,attention,2,1,766.09902828156,7.910714285714286,0.35285714285714287,0.0001,315,188.54190921783447,0.49105367793240556,0.0,0.0
1763525637.5058696,attention,2,2,711.0228388226221,8.150446428571428,0.35,0.0001,315,185.81542038917542,0.4870775347912525,0.0,0.0
1763525842.6150534,attention,3,0,859.7720400371248,7.496875,0.29,0.0001,315,184.1756660938263,0.3988212180746562,0.0,0.0
