distill_type,seed,final_epoch,final_train_loss,final_val_loss,final_val_acc,validation_accuracy_sst2_final,validation_accuracy_mmlu_final,validation_accuracy_gsm8k_final
attention,0,2,712.9244308229477,8.507589285714285,0.2985714285714286,0.4276859504132231,0.0,0.017094017094017
attention,1,2,721.4641240680029,8.639285714285714,0.2671428571428571,0.3824130879345603,0.0,0.0
attention,2,2,711.0228388226221,8.150446428571428,0.35,0.4870775347912525,0.0,0.0
attention,3,2,712.9434828016493,8.436830357142858,0.2071428571428571,0.2848722986247544,0.0,0.0
attention,4,2,716.8133275592138,7.603794642857143,0.2485714285714285,0.3425196850393701,0.0,0.0
attention,5,2,720.3053899371434,7.9140625,0.3214285714285714,0.436046511627907,0.0,0.0
attention,6,2,718.6926904103112,8.208705357142858,0.3142857142857143,0.44,0.0,0.0
black_box,0,2,717.8071065989848,9.171875,0.3028571428571429,0.4338842975206611,0.0,0.017094017094017
black_box,1,2,727.6852791878173,8.653409090909092,0.3357142857142857,0.4805725971370143,0.0,0.0
black_box,2,2,798.3553299492386,8.244318181818182,0.3614285714285714,0.5029821073558648,0.0,0.0
black_box,3,2,763.9796954314721,8.367897727272727,0.2771428571428571,0.381139489194499,0.0,0.0
black_box,4,2,719.4314720812183,8.024147727272727,0.2228571428571428,0.3051181102362205,0.0,0.0108695652173913
black_box,5,2,727.0203045685279,8.464488636363637,0.2971428571428571,0.4031007751937984,0.0,0.0
black_box,6,2,719.2994923857868,8.484375,0.1314285714285714,0.184,0.0,0.0
hidden_state,0,2,712.9333333333333,8.386607142857143,0.2328571428571428,0.3367768595041322,0.0,0.0
hidden_state,1,2,721.3301587301587,8.715178571428572,0.2557142857142857,0.3640081799591002,0.0,0.0087719298245614
hidden_state,2,2,709.6285714285714,8.0921875,0.2714285714285714,0.3777335984095427,0.0,0.0
hidden_state,3,2,710.8063492063492,8.259598214285715,0.2342857142857143,0.3222003929273084,0.0,0.0
hidden_state,4,2,717.6476190476191,7.697098214285714,0.2928571428571428,0.4035433070866142,0.0,0.0
hidden_state,5,2,720.2666666666667,7.893080357142857,0.3171428571428571,0.4302325581395348,0.0,0.0
hidden_state,6,2,716.3460317460317,8.328794642857142,0.27,0.378,0.0,0.0
